movie_name,movie_reviews_mix
GET OUT,"Creepy, thoughtful and often hilarious The warning comes early on in Get Out, comedian Jordan Peele's deliciously unsettling horror and directorial debut. As successful New York photographer Chris (Daniel Kaluuya) phones his best friend Rod (a hilarious LilRel Howery) to break the news that he is to meet his white girlfriend's middle-class parents at their countryside home, Rod immediately voices his concerns. He is adamant that there is bound to be some weird, sex-slave s**t going down, but Chris laughs it off with no idea with what is in store for him. In years to come, I have no doubt that Get Out will be a key case study in trying to understand the racial minefield that is modern America. While many have convinced themselves that such medieval attitudes are now behind them, it's quite clear that tensions are as high as ever in the #BackLivesMatter, post-Obama world we live in.
On their journey, Chris and his girlfriend Rose (Allison Williams) hit a deer. When being questioned by the police, the white officer can't resist giving Chris a hard time, even though he wasn't the one driving. He receives a telling-off from Rose, but the tone is set. Chris shrugs it off because he is no doubt used to it. Upon arriving at the impressive home of the potentially future in-laws, father and neurosurgeon Dean (Bradley Whitford) insists they are 'huggers', and appears to embrace Chris. He nonetheless lets slip opinions about wiping out the race of pesky deer who roam their land and voices his frustration at his own father missing out on the Olympic Games due to Jesse Owens, but again this is nothing Chris hasn't seen before from middle-class, white Obama-voters. Rose's mother Missy (Catherine Keener) is more steely, but is a trained hypnotist and offers to help Chris rid himself of his nicotine addiction. So far, so uncomfortable, but things soon get seriously weird.
For such apparently racially-blind liberals, their household staff are all black. Not only that, but they are like dead-eyed robots, all smiles and pleasantries masking pleading and inner turmoil. When Chris tries to bond with groundskeeper and fellow brother Walter (Marcus Henderson), the conversation is awkward and stiff, and maid Georgina (the brilliant Betty Gabriel) seems to do little during her off- hours but stare at herself in the mirror. At a gathering at their home, the only black face in the large crowd seems unnervingly familiar, but he is dressed up like a trophy pet by his fat, much older white wife. When Missy finally gets Chris to sit down for a session and open up about the death of his mother, his worst fears are truly realised. Taking inspiration from, of all films, Being John Malkovich (which also starred Keener), Peele directs these moments with the eye of a horror maestro, proving to be truly uncomfortable, claustrophobic viewing.
Get Out wears its heart on its sleeve, with an almost complete disregard for subtlety. However, this works in the film's favour. It's hugely entertaining and frequently very funny, so it will appeal to just about any audience, reaching more people in the process. Word-of-mouth has already gotten around, so the message is clearly resonating. It's sharp and unique in a way that modern horror movies rarely are, and in no way feels like an elongated sketch from the Key and Peele TV show. Although I've seen relatively little of his work outside of sketches on YouTube and his appearance with Keegan- Michael Key in season 1 of Fargo, there is nothing in his previous output to suggest he was capable of crafting such an intelligent and engaging horror movie. Satirically savvy and edgy, Get Out is also creepy and thoughtful, proving that a black man alone in the white suburbs is just as terrifying as a pretty white girl lost in the woods."
DRIVE,False Marketing 
DRIVE,"A Captivating Mix Of Contemporary And Retro Aesthetics Drive' is a visceral and brilliantly executed vision of art-house action; possibly one of the greatest art-house films to have graced the screen. Nicolas Winding Refn has created a stylised neo-noir thriller that is simply stunning; full of glorified violence and stroking imagery. The soundtrack is amazing, fully reflecting the films mood, whilst attempting to create an atmospheric feel to accompany the gritty action. 'Drive' is a captivating mix of contemporary and retro aesthetics. A stylish and taut thriller that keeps the audience entertained from start to finish with breathtaking sequences, brutal violence and stunning cinematography, a modern masterpiece that has truly redefined the noir genre."
DRIVE,"A Driver without a Name In Los Angeles, a mysterious driver (Ryan Gosling) is a man of few words that works as a garage mechanic for his only friend Shannon (Bryan Cranston); stuntman in Hollywood films; and driver of getaway car in heists.
One day, he helps his neighbor Irene (Carey Mulligan), whose husband is in prison, and her son Benicio (Kaden Leos) and her falls in love with her. However, a few days later her husband Standard Gabriel (Oscar Isaac) is released from prison and they meet each other in the building. Standard is pressed by the criminal Cook (James Biberi) to rob a pawn shop to pay for the protection he had in prison, and the driver decides to help him driving the getaway car. However, the heist does not work as planned, Standard is murdered and the driver discovers that they have been double-crossed by Cook. Further, the money belongs to the Mafia and now he has to protect Irene and Benicio from the mobsters.
""Drive"" is a good thriller with the lead character without a name, recalling the style of Clint Eastwood in ""High Plains Drifter"" in the role of ""The Stranger"" – a man that speaks a few words only, violent when necessary that protects innocent and beloved people. The film is weirdly attractive with potential of cult movie.
The stylish cinematography discloses in an adequate pace the big picture and develops characters very well. The conclusion has an open end, a characteristic that has been forgotten by Hollywood. My vote is eight.
Title (Brazil): ""Drive"""
DRIVE,"masterpiece ...and you do not explain why. because it is a different film than you expect. because it seems perfect and the right puzzle from so many influences. because, in same measure, is sadistic and poetic and hypnotic and an unique love story . because each character is the lead character. because it is a western and a ganster film and a fairy tale and a Sci . Fi. . a thriller. and example of brilliant performances. because, after a long time, you discover Ryan Gossling. his interpretation force, his impecable explore of the nuances of his role. because you feel more than see the film. the links, fragility, force and splendid cinematography. because it is a masterpiece. without know define that why."
DRIVE,"Intelligent Adrenaline After a summer of cheap thrills, Drive delivers thrills on the cheap. With a budget Michael Bay might have allocated for a single effects sequence in Transformers 3, Danish director Nicolas Winding Refn made one of the best movies of the year. Following Bronson and Valhalla Rising, Refn crafts his most polished, commercial work yet, while retaining all the ambiguity and unbridled aggression of his tough-as-nails art house pictures.
Bearing thematic resemblance to Darren Aronofsky's recent output, Drive is like Black Swan in overdrive. The film pins its headlights on the dark implications of unchecked obsession and good intentions gone haywire. That dangerous duality – humanity on the razor's edge of animal brutality – is played to unnerving perfection by Ryan Gosling.
Rightly among the most reliable names on the Hollywood marquee, the star of Drive plays a crucible of a character. A friendly, fatherly figure to his neighbor (Carey Mulligan) and her young son, he's decidedly less so when the two are threatened. A sort of oblique, ultraviolent superhero, the driver leaps to defend the innocent with bloody determination. If the first half of Drive plays as drama, the second is straight up revenge fare.
Playing on the juxtaposition of calm and calamity, Refn keeps us on our toes throughout. Quiet moments stretch into suffocating silence, and the explosive violence that inevitably shatters it practically tears the frame in half. The audio is expertly mixed; you'll want to see Drive loud. From its roaring engines and visceral blows to its curt dialogue, the film is an altar to the power of great sound design.
In truth, Drive isn't pervasively violent, though its most excruciatingly effective moments leave a memory trail like tire streaks on a sunbaked highway. At the heart of the story is a compelling, surprisingly tender romance. Carey Mulligan has proved herself a similarly reliable talent to Gosling, and has worked in recent years with the likes of Michael Mann, Oliver Stone, and Mark Romanek.
Her fragile character's relationship with the driver is subtle and nuanced in a manner atypical of thriller convention. They're not family, they're not even sleeping together. Drive is not a sexy film. Refn fetishizes neither cars nor women; if The Fast and the Furious is the sleek exterior curves of an automobile, Drive is the greasy, undulating pistons. And it's utilitarian at a lean 100 minutes.
The rest of the small cast also impresses. Albert Brooks plays against type as a cutthroat crime lord, and a note-perfect Ron Perlman plays his meathead partner. Bryan Cranston of TV's Breaking Bad has a small role too, as employer and confidant to Gosling's character. Their relationships shuffle as lines are drawn and redrawn, but none of them comes away unscathed by the film's end.
Drive is either the explosive end to a lukewarm summer movie season or an early autumn adrenaline rush. In machismo, it far outpaces its hundred million dollar competition, leaving overwrought tales of lesser heroes like Thor and Green Lantern in the dust. Its troubled characters, and the bonds of desperation that link them, elevate the film above its genre trappings and shield it from disposable entertainment status.
Nicolas Winding Refn's Drive is an anomaly. It's like a 1200 horsepower hybrid. And it's one of the best movies of 2011."
DRIVE,"Different, Intense, Brutal, And Simple Drive is different, intense, brutal and simple, Drive is not like any other thief action film with a loud music, lot of gunshot, jump from here to there, it's not, Drive is a face pacing movie that will keep you interested every single second of it, fills with incredible performance by all the cast especially Ryan Gosling, Drive is a great time."
DRIVE,"Fate? Unknown... Drive is directed by Nicolas Winding Refn and adapted to screenplay by Hossein Amini from the novel of the same name written by James Sallis. It stars Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Christina Hendricks and Ron Perlman. Music is by Cliff Martinez and cinematography by Newton Thomas Sigel.
Driver (Gosling) has a day job, he's a Hollywood stunt man, but by night he makes the serious cash as a getaway driver for the criminal fraternity. Into his life comes married next door neighbour Irene (Mulligan) and her little boy Benicio (Kaden Leos), pitching him right into the middle of two wars; one is for his emotional worth, the other with the criminal underworld.
Real human being, and a real hero.
They cheered at Cannes, it has garnered instant cult classic status as well as gushing critical praise, Drive is arguably the biggest surprise of 2011. Some would debate that it arrived in a year that was dominated by blockbuster brain drains and pretentious parables, meaning it wouldn't take much for something like Drive to find a favourable audience. Yet Drive is a special movie, the surprise being that it delivers a different film to what the plot synopsis suggests. There would have been many disappointed that it didn't turn out to be something akin to The Fast & The Furious 19, but as its reputation grows, one likes to think that many also had their senses tingled unexpectedly by Refn's western done out in 1980s neo noir attire.
Yes, at first glance it looks like a simple story given over to style over substance leanings, where the fact that our laconic protagonist is not prone to dialogue expansion, could lend argumentative weight to those potential dissenters only skimming the surface of the picture. But the material is in excellent hands, with Refn, Sigel, Gosling and co, calmly unravelling Amini's stripped down screenplay to reveal a gritty urban fable that's laced with ethereal overtones. A picture where a look means more than any words can express, a subtle holding of hands reveals many layers peeling, and then the serene state of play often gets punctured by bouts of shocking violence, yet always it remains a picture big on intelligence, beating a mighty heart in the process.
Propelling the picture forward is the complexity of Gosling's driver character. He has no back story for us to work from, and he gives nothing away outside of the tender bond formed with Irene and child. He is actually one of many purposeful grey areas (or should that be gris areas?) within the plot structure. We learn just enough to be on his side, a noble but flawed hero battling against fate as he fights for the innocent, he be Shane for a modern pot boiling Los Angeles. Helps, too, that he's so cool behind the wheel, where he mines Steve McQueen's effortless charisma. Refn delivers magic moments of car play, from the near ten minute opening getaway extended sequence, to a high speed kill or be killed pursuit, when the action flows it really pumps the adrenalin.
Gosling is amazing, instantly iconic, soft voice matching his soft blue eyes, toothpick perched between teeth, it's a testament to his acting ability that the requisite homages to iconic characters of movies past never veers into parody territory. It's with the calm moments that he triumphs most, be it watching TV with the boy Benicio or just gazing intensely into Irene's eyes, Gosling has a magnetic quality of some significance. Mulligan, too, is wonderful, deftly underplaying Irene to work off of Gosling to create heart aching tenderness, their chemistry superb. Isaac does fine work with the ex-con/husband character that is thankfully not stereotypical, Brooks is Colm Meaney like, thriving on simmering badness, while Cranston puts real heart into the role of Driver's garage boss, the closest thing the Driver has to a pal. The only one dimensional character lands in Perlman's court, but Perlman is such an ebullient and watchable life force the film survives the character's oafness.
From the opening pink neon credits, accompanied by the synth plink of a retro 80s soundtrack (a soundtrack so memorable it lands in the ears and stays there for days), it's evident that Refn is a man who takes his style serious. Drive is full of classy (yes arty) passages, fluid camera movements, single takes, non central framing of characters, slow motion unfurls and eye dazzling chopper shots of a neon lighted L.A., the director has an eye for the quality required to cloak his story. He of course is aided considerably by his editor Matthew Newman, and Sigel's photography. The former is dealing in seamless precision, the latter a master of shades (a lift sequence is to, ahem, die for) and colour toning delights. Marking this out as a Blu-ray essential.
You can name about ten films that Drive has been either likened too or put forward as an influence, and Refn's work here has been touted as an offspring created by Michael Mann, Walter Hill, William Friedkin and Sergio Leone (all viable and all actually high praise indeed). But rest assured, Drive is still fresh and exciting, the perfect movie package. Refn's masterpiece and one of the best films of 2011. 10/10"
DRIVE,"A contender for my favourite of the year so far? Yes, very likely. Of a very hit-and-miss year so far, I have seen some gems like Tree of Life, Tinker Tailor Soldier Spy(the first two in a way are not for everybody though), Rio and Source Code. And then I saw Drive, which was simply brilliant.
Like I said with some of my favourites this year, Drive is not a movie for all. It is a slow-paced movie, but I did not find it ""boring""(a term I hate with a passion, as it is massively overused and hardly ever elaborated upon). For me, just because it is slow-paced, doesn't necessarily mean it is going to be a bad movie, only when other components don't work does it apply to me, which is not the case with Drive.
Besides, Drive isn't even the only slow-paced movie around, so I don't know why people have to make such a big deal of it. There are many other movies(Godfather, 2001, Tree of Life, Brokeback Mountain) that are and deliberately so. I feel also that Drive is paced deliberately, for atmosphere.
The pauses and the ""sparse"" dialogue to me were just two of many things that made Drive so great. There is such an atmosphere here, one that is very tense and beautiful at the same time. The pauses actually helped to enhance this.
Refn does a fine job directing. From his previous work, this director showed promise, and here he delivers all the stops and gives his best directorial job so far here.
The story starts off electrifyingly, and then slows down again without ever feeling dull, thanks to the unrelenting violence, that is part of the world that is shown here through the eyes of the title character, and adeptly edited car/chase sequences. The dialogue I also have no problem with, it is memorable without falling into cliché territory. The characters are credible, especially the titular character, whose characterisation is perhaps the most complex of the year.
The cinematography is truly excellent, as is the editing, bringing much to the atmosphere and I'd also go as far to say that Drive could very well be the year's most visually stylish film. The colours and scenery are lush on the eyes too. The score is every bit as electrifying as the start of the movie, and manages to raise my adrenaline.
Acting-wise I couldn't fault Drive either. Carey Mulligan and Christina Hendricks's roles mayn't be as well written as Gosling's or Brooks', but these two actresses-particularly Mulligan- manage to bring some much needed credibility to them, elevating the characters to a higher level, and Ron Perlman, Oscar Isaac, Bryan Cranston and in particular Albert Brooks are terrific. Ryan Gosling is simply mesmerising, in his best performance to date. It is a quiet, yet very charismatic and intensely brooding portrayal, reminiscent of Robert DeNiro in Taxi Driver for characterisation and Alan Ladd in Shane in how the role is conveyed.
Last but not least, the elevator scene. Brutal, yet very powerful and moving, I'd say it is a contender for the best scene of 2011. In conclusion, a brilliant film that for fans of films from the 70s and 80s and were expecting a sort of nostalgic throwback in style will appreciate. 10/10 Bethany Cox"
DRIVE,Reminder on why we love movies 
DRIVE,"An art-house action flick at it's finest I think we all remember hearing about Ryan Gosling right after 'The Notebook' came out. Most men, including myself, neglected the man on his acting ability. It's not a good reason to not really appreciate an actor. But when it comes to romantic flicks like that, i'm not really keen on the subject, or it's actors for that matter. But film by film, this man is starting to impress the hell out of me. Now it's about time to see what kind of chops this man has when it comes to an action film.
Believe me when i say this.......it is the coolest damn action flick i've seen in quiet some time. It's not your basic shoot em' picture. It has this slight 'noire' edge to it that makes it shine much brighter than the rest.
For starters, let's talk about the pace of the film. Most may call it slow, whereas i call it hypnotic. The lead played by Gosling, is a cold and quiet fellow who barely even speaks, blinks, or give any reference to his emotions. The film is littered with these somewhat awkward pauses by his character........i personally wouldn't call them awkward, because the way the film is presented, it makes them look beautiful. Case in point......in the movie ""Heat"", you know how Dinero, Kilmer, Sizemore, Trejo barely speak to one another. But the overall feeling is just so entertaining to watch? That's the exact same feeling you get when you watch this picture.
But as the film rolls on, Gosling's character becomes a bit more vibrant. And by that, i mean more gory. It's not the kind of gore you would expect. Not like Tarantino gore, but more like a David Cronenberg gore. (History of Violence, Eastern Promises). You know, the settle, yet explosive gore that you really weren't expecting......which i love. And then the movie does nothing but climb higher and higher with it's level of intensity. It took this stone cold character, and molded him into one cool ass superhero.
But what really sold me on this film was it's overall FEEL. The best example i can give is this........it's a cool mix between ""Heat"" and ""Taxi Driver"", with a very artistic edge. I already said that the movie is hypnotic, and i cannot stress that enough. Once the picture starts, your eyes are literally glued to the screen. The cinematography is fantastic, the musical score is hip and awesome, and the acting is top notch. All these elements were executed to perfection.
Bottom Line.......i may go and see this movie again. I rarely ever do that......THAT'S how awesome this was. It's an art-house action flick at it's finest. Both men and women will drool over this movie. If you get the chance, go and see this movie......you will never regret it."
DRIVE,Amazingly violent....so beware. 
DRIVE,"Great use of Subtlety It would be difficult to write about parts of the storyline in this film, because many expectations change when the consequences of one event folds upon another. A terrific original screenplay defies Hollywood conventions of over-the-top plot convolutions and unrealistic twists. Sure, there are a couple coincidences, but there are many rewards for keeping the story simplified and enhance the characters' arcs. The director borrows heavily from Michael Mann in painting a cool atmosphere with glistening city lights at night and a throbbing synthesiser soundtrack. The film elevates itself above any other similar film in it's drama, perhaps better than the character rich film ""The Town"" from 2010. The editing emphasises the main character's withdrawn persona, hiding his emotions (indirectly hinting at his criminal past) while romancing his neighbour. Moments in conversation where a 'normal' person would express their feelings or be more extroverted, are instead tension filled passages of silence that speak louder than words. With great use of subtlety, the film does wonders in terms of depicting the main character's withdrawn mental state, but still visualising his thoughts and intentions without direct exposition.
Another accolade must be given to actor Ryan Gosling in the lead role. We the audience must invest time into this character, which the film keeps in the first person narrative, most activities outside of his knowledge are outside of ours. He must show realistic reactions to danger, even though his past is never quite explained. The right emphasis is given to revealing moments of his capabilities, so when he is set in harm's way, we believe he can stand up to the test. The rest of the cast is well heeled in talent, allowing the sense of naturalism to provide the tone. As you may notice in critical reviews, when a film exposes no obvious weaknesses, the positive rating goes up. I myself am having a hard time exposing any weakness in this film, I felt I was in good hands, and was not annoyed by any plot contrivances. I happen to be a fan of Michael Mann, as must the director of this film, and the right homage elements work for me. I think of this perhaps of the antithesis of ""Fast & Furious"". One of the best films I have seen this year, could even get an Oscar nod with the screenplay or editing."
DRIVE,"Simply wonderful Nicolas Winding Refn's previous film, VALHALLA RISING, an existential Viking epic with Mads Mikkelsen, was a breath of fresh air for this tired reviewer. I immediately marked out Refn as somebody to watch, and while his prison biopic BRONSON was a little disappointing, I waited with interest to see what his next movie would be. Well, DRIVE was it, and the good news is that it's his best one yet.
The story is simplistic, as is always the case with Refn: the hero is a getaway driver by night and a stunt driver by day. Through no fault of his own he gets caught up in a scam involving some deeply unpleasant gangsters, and it all kicks off from there. Refn's gameplan is to contrast moments of serene beauty and tranquility with shots of unflinching and bruising violence and it works a treat; this is one of the best and most memorable movies I've seen in a good while.
Everything about this movie is great: the moving soundtrack, the exquisite camera-work, the subtle yet profound performances. Ryan Gosling is a new to me star, but his acting works a treat; he's as iconic as Eastwood back in the day. I don't even like Carey Mulligan but even I have to admit she's on good film, too, as are the various old timers (Ron Perlman, Albert Brooks, and Bryan Cranston).
The first half of DRIVE leads you to wondering where it's all going to go, but in the second half it all slots together nicely and becomes more predictable. That's not to say the predictability is a negative though; Refn knows exactly how to handle his thematic elements, leading to confrontations that pay off beautifully. This is a superb film throughout and one I can't wait to see again."
DRIVE,Most overrated movie of 2011 
DRIVE,"Fantastic retro action with art-house flair! It seems to be the case nowadays that film audiences, particularly at this time of year as the summer winds down, are left with a choice of seeing the latest broad appeal movies filling the multiplexes, or venturing to the local independent cinema in search of more intellectual fare. Very rarely will a film transcend these boundaries and offer a mix of Hollywood-style action and art-house flair, which is what makes Nicolas Winding Refn's Drive so unique and something to be celebrated.
Drive tells the story of an unnamed stunt driver (Ryan Gosling) moonlighting as a getaway driver for a crime syndicate run by Bernie Rose (Albert Brooks). Seemingly a loner, the driver becomes involved in the life of his neighbour Irene (Carey Mulligan) and her young son Benicio (Kaden Leos). After agreeing to drive for Irene's newly paroled husband Standard (Oscar Isaac), and finding himself on the wrong side of assassination contract, the driver embarks on a mission to protect Irene from the vicious gangsters who would seek to harm her to get at him. It's a well-worn plot line which in the hands of someone less adept than Refn would likely be nothing more than a forgettable thriller, yet the massively talented director, who picked up the Best Director prize at Cannes this year for Drive, crafts an engaging and thrilling throwback film elevated by masterful performances across the board.
Refn, previously known for the fantastic Bronson, and the lesser known but equally excellent Pusher trilogy, is a man who has very clearly studied his Kubrick. Certainly most modern directors could do worse than imitate the style of one of history's greats like Stanley Kubrick, but rarely does one pull it off with the skill of Refn. In Bronson, the influence was a little more obvious, with the resulting film seeming like something of a spiritual successor to A Clockwork Orange. With Drive however, the traces are a little more subtle, visible in the impeccable technical touches, and the use of dissolves, pensive long takes, and slow zooms, a hallmark of Kubrick's catalogue. Drive is a flawlessly crafted film, filled with beautiful imagery of the Los Angeles underworld seen more often in the work of Michael Mann.
The technical achievements of Drive are more than matched by the acting of the entire cast, and Refn shrewdly selects a wide variety of performers to populate the story. Top notch support comes from Bryan Cranston, Christina Hendricks, the ever dependable Ron Perlman, and particularly Brooks, who jettisons his familiar comedic persona in a truly frightening and villainous performance, which will surely be on the radar of voters come awards season. Mulligan shows characteristic heart in a largely overlooked role, yet the film unquestionably belongs to Gosling. Often heralded as one of the finest actors of his generation, in Drive Gosling delivers his best work yet as the driver; a quiet role that is all the more effective due to the subtlety of the performance. He displays an ability to ratchet up the tension using just the slightest widening of his eyes and tensing of his jawline, and when the character is pushed to act more forcefully, Gosling transitions from almost silent observer to brutal aggressor so swiftly that it leaves one breathless. It's work that he makes look easy, yet it's the most focused performance seen in an action film in quite some time.
There's something undeniably retro about Drive, with its neon opening titles and 80s infused soundtrack, but the film seems remarkably fresh. Smart action filmmaking is so hard to come by these days, so Drive delivers refreshing variety, beginning the time of year when the so-called prestige pictures are released with a bang.
tinribs27.wordpress.com"
DRIVE,"No. Just, no. "
DRIVE,"The Very Definition Of ""Dreadful"" Seriously - there are times when I just don't get this site. I get that people have different tastes in movies - but this movie has a ridiculously high rating. To be perfectly blunt about it - it's dreadful. If you look up the word ""dreadful"" in the dictionary, I'm sure that there will be some reference to ""Drive"" in the definition. It takes almost half the movie before we really get a sense of where this is going - and even then it doesn't become very interesting. It's ridiculously and often graphically bloody and makes terrible use of bad music to try to build suspense.
Ryan Gosling is the star of this. He plays a Hollywood stunt driver who also moonlights as a driver for more than a few shady characters. But that really doesn't matter, because ultimately his ""undercover work"" isn't what gets him in trouble. He gets in trouble because he falls for his neighbour - who happens to be married to a guy who gets out of prison owing a lot of money, and he decides to help him out, gets entangled in - something. I tried - hard - to follow along but I spent a lot more of my time just trying to stay awake.
One thing I have discovered over the years is that people get caught up in the hype about a movie, and when it turns out to be dreadful, they can't admit that they got caught up in the hype, so rather than calling it a good movie, it becomes an ""artistic masterpiece"" or some such thing. But seriously - let's cut to the chase. This was dreadful. Just dreadful. (1/10)"
DRIVE,"A Tense and Often Beautiful Masterpiece. You might hear one comparing this to a Tarantino film, but leave all worries at the door, this is an absorbing and tremendously unique piece of cinema from Danish director Nicolas Winding Refn. The reason it works so exquisitely well is because the film grabs hold of you and takes you inside this often dark and dream-like LA setting. So, when the end of the film hits, you feel apart of this film, and it's there to stay.
This film also offers a Ryan Gosling like you've never seen him, speaking only when necessary, with tension and fury in his eyes. He's silent, caring, and ridiculously tough. Every line is delivered perfectly and every gesture is natural.
I saw this at the LA Film Festival on a mammoth screen with booming speakers. The music only makes this film more unique. It is catchy and synchronized perfectly with the TRULY beautiful cinematography.
This film is the BEST of its genre. I honestly cannot compare it to any other film, for it is truly that different. ""Drive"" is already the best of the year, because I'm POSITIVE no other film will haunt and invade me quite like this film has. This is not just a classic for its genre, but a beautiful and bold classic in general."
DRIVE,"Best Film of 2011: ""Drive"" At the Theater- ""Drive"" -- This is not an Action film, this is not a ""Car"" movie- It's a character-driven, slow-burn thriller of the first order that features elements of some of the finer works from Directorial royalty like Martin Scorsese, Michael Mann, William Friedkin, Quentin Tarantino, Walter Hill and the late Sam Peckinpah.
The film is an electric mixture of beautiful, lingering cinematography, a pulsating soundtrack, lean dialogue and short bursts of graphic, bloody violence. It's tense and involving- almost impossible not to get immersed in. Nicolas Winding Refn is a Director to definitely keep a tab on.
Ryan Gosling is the embodiment of some kind of cold fire at the heart of the matter- his ""Driver"" character is a well-intentioned but unstoppable force that will surely end up as a cult favorite for decades to come. Carey Mulligan, Albert Brooks, Ron Perlman, Bryan Cranston, Christina Hendricks and Oscar Issac round out an excellent cast that's pretty much in support but extremely well-utilized.
Those wanting to check out a quick and disposable, mindlessly fun popcorn flick need to steer clear- this isn't what you're looking for. This is deadly-serious film-making that's damned-near perfect.
It's my favorite film of the year- Hell, it's one of my all-time top faves.
9.5 outta 10"
DRIVE,A stylish and violent neo-noir thriller 
DRIVE,"NWR's best film, one of my all time favorites When I started to get interested into film, I somehow started watching movie reviews on YouTube, and my favorite YouTube movie critic was and still is, Chris Stuckmann. After binge watching many of his videos, I found out that one of his favorite films is Nicolas Winding Refn's Drive. I decided to watch it one day, and I was very mixed on it at first. I then watched Chris Stuckmann's Analyzed video on Drive, but after that, I still didn't understand the movie too much. Then, one day, I just had the urge to watch it again. I don't know why, I just did, but watching it the 2nd time was a very mesmerizing experience. The soundtrack, the cinematography, the acting, and it's complex story makes Drive one of my favorite films of all time. Many people did not like this movie upon its release, and I think it is because of its misleading marketing. The trailers for Drive make it seems like the movie is a straight up action film with the utterly handsome Ryan Gosling in the leading role. The movie is actually a meticulously crafted neo-noir film that doesn't concentrate on the action, but on its complex story. This film is not only one of my favorite arthouse films, but one of my all time favorites."
DRIVE,"Empty, soulless and sadistic with a pseudo-artistic touch! I believe that the most important element in a movie first is ""having heart and soul in the delivery"" in other words dramatic structure which leads to impressiveness and effectiveness both. Why the worst film I have ever seen in my life is Federico Fellini's Otto e Mezzo? or Why I hated Darren Aranofsky's The Fountain? Because there were no heart and soul in the delivery and believe me especially critics love that! Cinema without heart. Now, let's talk about Drive. What an original and ""never-seen-before"" story! A hired driver who doesn't talk much decides to protect a family, a girl and her child and things in his job go awry! Other than such clichés in the plot and lacking of heart and soul, there were other flaws in the movie. Being a ""driver"" or being a cool hired killer is not that easy! Ryan Gosling's wooden performance and his senseless character are just pointless and has not any interesting or deep element. The violence in the movie was neither artistic nor entertaining, it was sick and sadistic! Also it was pointless! You know Quentin Tarantino makes extremely violent movies like Kill Bill, but it is entertaining and it is artistic at the same time. Drive is not! What about music? Well, oddly, it reminded me Tron, another movie I didn't like, so simply I wasn't impressed by the songs either. Is Drive an action packed? Not at all! The movie has an exciting opening, but then it turns into an empty and dull pseudo-art work with some disgusting violence. The rest of the movie is not a piece of art or an audiovisual feast in contrast with the hype, that's why I was seriously frustrated by the movie! Unfortunately the flaws hasn't finished yet, Drive has an anti climax and pretentious finale that leaves you totally unsatisfied. I am sorry, but the ones who call this as art owe other art house directors an apology."
DRIVE,"Drive through LA A haunting movie with a stilted atmosphere reminiscent of Mulholland Drive though in an altogether different genre. The pink credits beginning the movie and the music throughout are pure eighties and set an offbeat tone against the contemporary LA streets and skyline. Great character studies punctuated by violent action scenes keep the audience immersed in this blood bath of a movie. Some powerful performances, stylish direction and intricate plotting complete this strangely understated production. Drive may not deliver box office gold in the short term though will certainly be paying long term dividends as a reference point for future film noir writers, directors and fans."
DRIVE,"Overblown simplistic writer's fantasy So this was the movie to watch these days. An asocial hero hiding a heart of gold and ultra-violence under apparent dumbness. He is not even slightly interesting, he doesn't talk, he lives in his little inner world of cars and precision mechanics, an economy-class emotional bubble that can burst into something relentless.
Ah yes they brought to life the superhero next door, the kind of monster living only in the brains of writers. Bad writers that is. Writers that will happily confuse nothingness with rich inner substance. You want a specific car stunt for $500? Just ask the superhero driver. He needs no careful planning, it's all in his veins. Have some trouble with the local Mafia? Head-on collision is the solution, the silent boy can certainly write off a couple of big mouths and settle it all. Seems some director found the story compelling and convenient though. And viewers bought that sh*, which is most disheartening given the level of gore graphic and gratuitous ultra-violence.
The nihilistic trend sells well as artsy gutsy stuff these days. The Coen bros dood it, and it's now a real consummate genre from Cronenberg's self-inflicted History of Violence to There Will Be Blood. Adding the F-word in movies was an artistic endeavour years ago, now it seems that violence, especially dumb violence, is the way to show off how much more gripping you can do with less substance."
